"Or Ib","Bifacial","Bifacial","Abrupte/Simple","Abrupte/Simple","2157"
"Or Ia","Directa","Directa","Abrupte","Abrupte","2161"
"Or Ia","Directa","Directa","Abrupte","Abrupte","2162"
"Or Ia","Directa","Directa","Abrupte","Abrupte","2163"
"Or Ia","Inversa","Directa","Abrupte","Abrupte","2164"
"Or Ia","Directa","Directa","Abrupte","Abrupte","2165"
"Or Ib","Directa","Directa","Abrupte","Abrupte","2171"
"Or Ib","Directa","Directa","Abrupte","Abrupte","2175"
"Or Ib","Directa","Directa","Abrupte","Abrupte","2178"
"Or Ib","Directa","Directa","Abrupte","Abrupte","2180"
"Or Ia","Directa","Directa","Abrupte","Abrupte","2181"
"Or Ia","Directa","Directa","Abrupte","Abrupte","2183"
"Or Ia","Directa","Inversa","Abrupte","Abrupte","2185"
"Or Ia","Directa","Inversa","Abrupte","Semiabrupte","2186"
"Or Ia","Directa","Directa","Abrupte","Abrupte","2187"
"Or Ia","Directa","Directa","Abrupte","Abrupte","2194"
"Or Ib","Directa","Directa","Abrupte","Abrupte","2197"
"Or Ib","Directa","Directa","Abrupte","Abrupte","2199"
"Or Ib","Directa","Directa","Abrupte","Abrupte","2201"
"Or Ib","Directa","Inversa","Abrupte","Abrupte","2202"
"Or Ib","Directa","Bifacial","Abrupte","Oblicu","2203"
"Or Ib","Directa","Directa","Abrupte","Abrupte","2206"
"Or Ib","Directa","Inversa","Abrupte","Abrupte","2208"
"Or Ia","Directa","Directa","Abrupte","Abrupte","2210"
"Or Ia","Directa","Inversa","Abrupte","Abrupte","2212"
"Or Ia","Inversa","Inversa","Abrupte","Abrupte","2213"
"Or Ia","Directa","Directa","Abrupte","Abrupte","2214"
"Or Ia","Directa","Directa","Abrupte","Abrupte","2215"
"Or Ib","Inversa","Inversa","Oblicu","Abrupte","2222"
"Or Ib","Directa","Directa","Abrupte","Abrupte","2223"
"Or Ib","Inversa","Inversa","Abrupte","Abrupte","2230"
"Or Ib","Inversa","Inversa","Abrupte","Abrupte","2231"
"Or Ib","Directa","Alternant","Semiabrupte","Abrupte","2234"
"Or Ib","Directa","Directa","Abrupte","Abrupte","2235"
"Or Ib","Directa","Directa","Abrupte","Abrupte","2236"
"Or Ib","Directa","Directa","Abrupte","Abrupte","2238"
"Or Ib","Directa","Directa","Abrupte","Abrupte","2240"
"Or Ib","Directa","Inversa","Abrupte","Abrupte","2241"
"Or Ib","Directa","Directa","Abrupte","Abrupte","2249"
"Or Ia","Directa","Directa","Abrupte","Abrupte","2253"
"Or Ia","Directa","Inversa","Abrupte","Abrupte","2254"
"Or Ia","Directa","Directa","Abrupte","Abrupte","2257"
"Or Ia","Directa","Inversa","Abrupte","Abrupte","2259"
